Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Issuing Agency,Violation Location,Violation Precinct,Issuer Precinct,Violation Time,Date First Observed,Law Section,Sub Division,Vehicle Year,Feet From Curb
ELM5703,NY,PAS,09/29/2016,37,T,9.0,9,9,0229P,0,408,h1,2016,0
88414MG,NY,COM,10/04/2016,53,T,7.0,7,7,0209P,0,408,f6,2009,0
FAW4076,NY,PAS,03/01/2017,14,T,66.0,66,66,1152A,0,408,c,2015,0
24375MH,NY,COM,04/24/2017,14,T,18.0,18,18,0829A,0,408,c,2016,0
HEX7986,NY,PAS,11/01/2016,20,T,1.0,1,1,0220P,0,408,d,1998,0
HDT7720,NY,PAS,11/19/2016,38,T,112.0,112,112,0527P,0,408,h1,2016,0
GTD5952,NY,PAS,10/25/2016,19,T,20.0,20,20,0559A,0,408,c3,2014,0
FPB8786,NY,PAS,10/28/2016,37,T,115.0,115,115,1208P,0,408,h1,2014,0
GUE7882,NY,PAS,09/22/2016,38,T,20.0,20,20,0904P,0,408,h1,2004,0
T646956C,NY,OMT,11/10/2016,71,T,66.0,66,66,0221P,0,408,j6,2011,0
HFS7405,NY,PAS,01/28/2017,37,T,114.0,114,114,0501P,0,408,h1,2013,0
GBN1704,99,PAS,12/21/2016,21,S,112.0,112,0,0808A,0,408,D1,0,0
85813F,VA,PAS,12/21/2016,20,T,81.0,81,81,0813A,0,408,d,0,0
7115168,NY,DLR,09/27/2016,38,T,111.0,111,111,0915A,0,408,h1,0,0
X41GSW,NJ,PAS,06/08/2017,14,T,18.0,18,18,0600P,0,408,c,0,0
GEA2222,NY,PAS,08/03/2016,74,T,103.0,103,103,0250P,0,408,j2,2005,0
GYJ4750,NY,PAS,10/13/2016,38,T,109.0,109,109,1044A,0,408,h1,2015,0
HLC7850,NY,PAS,05/15/2017,71,T,103.0,103,103,0646P,0,408,j6,2007,0
HKM6793,NY,OMS,05/05/2017,38,T,68.0,68,68,0137P,0,408,h1,2016,0
DUS4676,NY,PAS,07/05/2016,71,T,68.0,68,68,0923A,0,408,j6,2001,0
EJU6944,NY,PAS,12/09/2016,37,T,106.0,106,106,0359P,0,408,h1,2008,0
XFEF70,NJ,PAS,06/19/2017,21,T,25.0,25,25,1015A,0,408,d1,0,0
FMT2394,NY,PAS,05/08/2017,21,T,114.0,114,114,1003A,0,408,d1,2008,0
EXR2842,NY,PAS,06/19/2017,14,T,90.0,90,90,0117P,0,408,c,2009,0
JF1143,MA,999,02/01/2017,20,T,83.0,83,83,0602P,0,408,d,0,0
85024JY,NY,COM,12/19/2016,38,T,52.0,52,52,0243P,0,408,h1,2010,0
HDB8370,NY,PAS,01/30/2017,21,T,107.0,107,107,1053A,0,408,d1,2002,0
84201MC,NY,COM,05/18/2017,38,T,19.0,19,19,0943A,0,408,h1,2012,0
700YSW,CT,PAS,09/24/2016,31,T,20.0,20,20,1253P,0,408,l3,0,0
66767MD,NY,COM,08/03/2016,37,T,13.0,13,13,1116A,20160803,408,h1,2013,0
64833ME,NY,COM,02/24/2017,69,T,20.0,20,20,0222P,0,408,h1,2002,0
HFF6898,NY,PAS,04/08/2017,38,T,10.0,10,10,0813A,0,408,h1,2013,0
HHL3030,NY,PAS,12/13/2016,53,P,110.0,110,110,0135A,0,408,F2,2015,0
88593JY,NY,COM,01/17/2017,38,T,122.0,122,122,0335P,0,408,h1,2009,0
DIYANA,NY,SRF,09/08/2016,74,T,19.0,19,19,0138P,0,408,j2,2014,0
HFP9440,NY,PAS,09/20/2016,21,S,94.0,94,0,1146A,0,408,D1,0,0
HLY7916,NY,PAS,06/19/2017,21,T,32.0,32,32,0851A,0,408,d1,2017,0
EAX2221,NY,PAS,08/31/2016,20,T,88.0,88,88,0624A,0,408,d,2002,0
HNR3131,NY,PAS,04/21/2017,70,T,19.0,19,19,1230P,0,408,j3,2017,0
AT951H,NJ,PAS,02/07/2017,46,T,5.0,5,5,1257P,0,408,F1,0,0
GGT5939,NY,PAS,10/22/2016,38,T,61.0,61,61,0435P,0,408,h1,2013,0
EPH4973,NY,PAS,02/16/2017,71,T,40.0,40,40,0135A,0,408,j6,2001,0
DWM2238,NY,PAS,11/04/2016,38,T,109.0,109,109,0943P,0,408,h1,2010,0
T705219C,NY,OMT,09/19/2016,20,T,78.0,78,78,0349P,0,408,d,2016,0
AR650N,NJ,PAS,11/11/2016,46,P,13.0,13,13,1258A,0,408,F1,0,0
GEH3036,NY,PAS,11/04/2016,21,T,52.0,52,52,0819A,0,408,d1,2013,0
HWS7165,PA,PAS,04/01/2017,61,T,7.0,7,7,0750A,0,408,m1,0,0
BMA8384,NY,PAS,10/04/2016,71,T,68.0,68,68,1049A,0,408,j6,2002,0
12997JU,NY,COM,01/16/2017,14,T,17.0,17,17,0303P,0,408,c,2005,0
23851ME,NY,COM,03/06/2017,46,T,26.0,26,26,0319P,0,408,F1,2013,0
T649194C,NY,OMT,06/22/2017,20,T,110.0,110,110,0210A,0,408,d,2014,0
GKM1715,NY,PAS,08/10/2016,37,T,78.0,78,78,0316P,0,408,h1,2014,0
XAJN28,NJ,PAS,06/01/2017,48,T,14.0,14,14,0227P,0,408,e9,0,0
24936JZ,NY,COM,04/14/2017,38,T,9.0,9,9,0956A,0,408,h1,2009,0
68094JZ,NY,COM,06/07/2017,47,T,17.0,17,17,0841A,0,408,l2,2010,0
JCAP1,CT,999,12/06/2016,21,S,42.0,42,0,0945A,0,408,D1,0,0
XAXX48,NJ,PAS,02/14/2017,14,T,18.0,18,18,0914A,0,408,c,0,0
56297MG,NY,COM,11/01/2016,14,T,5.0,5,5,1025A,0,408,c,2016,0
69718MD,NY,COM,10/05/2016,14,T,1.0,1,1,0640A,0,408,c,2014,0
XDYR52,NJ,PAS,12/06/2016,42,T,17.0,17,17,1025A,0,408,h1,0,0
AT953H,NJ,PAS,12/23/2016,84,T,1.0,1,1,1233P,0,408,k7,0,0
GDV4071,NY,PAS,12/11/2016,70,T,19.0,19,19,0713A,0,408,j3,2013,0
JTW8861,PA,PAS,05/10/2017,21,T,104.0,104,104,0851A,0,408,d1,0,0
FCX5984,NY,PAS,02/04/2017,70,T,84.0,84,84,0115P,0,408,j3,2010,0
HEA8023,NY,PAS,07/07/2016,71,P,1.0,1,0,0633P,0,408,I3,2013,0
AC80631,CT,PAS,03/27/2017,37,T,115.0,115,115,1148A,0,408,h1,0,0
88702JA,NY,COM,10/11/2016,40,T,110.0,110,110,1234P,0,408,e2,2001,0
FWB4227,NY,PAS,06/15/2017,20,T,72.0,72,72,0437P,0,408,d,2012,0
FPC4051,NY,PAS,07/06/2016,71,P,13.0,13,13,0200A,0,408,C,1991,0
5H72B,NY,OMT,05/19/2017,23,T,13.0,13,13,0142P,0,408,d2,2015,0
HAP7222,NY,PAS,10/19/2016,31,T,14.0,14,14,0241P,0,408,l3,2013,0
T66HPM,NJ,PAS,06/13/2017,31,T,14.0,14,14,0319P,0,408,l3,0,0
T719268C,NY,OMT,03/24/2017,16,T,10.0,10,10,0907P,0,408,k2,2015,0
GKS1064,NY,PAS,09/08/2016,83,T,19.0,19,19,0138P,0,408,j1,2014,0
FLC94982,NY,PAS,04/16/2017,40,P,109.0,109,109,0142P,0,408,D,2004,0
AXK2660,NY,PAS,02/28/2017,16,T,1.0,1,1,0311P,0,408,k2,2015,0
GWU6694,NY,PAS,02/14/2017,21,T,112.0,112,112,0945A,0,408,d1,2015,0
HLN1096,NY,PAS,03/17/2017,14,T,72.0,72,72,1205P,0,408,c,2016,0
12343MG,NY,COM,05/01/2017,46,P,112.0,112,112,1220P,0,408,D,2015,0
HPK6793,NY,PAS,03/27/2017,21,T,1.0,1,1,1127A,0,408,d1,2017,0
CPGL47,FL,PAS,01/18/2017,46,P,71.0,71,71,0745P,0,408,C3,0,0
24399MH,NY,COM,01/17/2017,46,T,33.0,33,33,1032A,0,408,F1,2015,0
CDU5249,NY,PAS,08/26/2016,20,T,114.0,114,114,1159A,0,408,d,2013,0
N27ENZ,NJ,PAS,07/25/2016,21,S,70.0,70,0,0410A,0,408,D1,0,0
62652JM,NY,COM,01/11/2017,48,P,7.0,7,7,1135A,0,408,C3,1986,0
14829MJ,NY,COM,01/27/2017,14,T,19.0,19,19,0930A,0,408,c,2016,0
15406MG,NY,COM,10/06/2016,71,T,71.0,71,71,1125A,0,408,j6,1995,0
X83HBU,NJ,PAS,02/20/2017,31,T,19.0,19,19,1239P,0,408,l3,0,0
15862JU,NY,COM,07/21/2016,69,T,14.0,14,14,0116P,0,408,h1,2005,0
35807JK,NY,COM,09/20/2016,38,T,104.0,104,104,0143P,0,408,h1,2003,0
16707MG,NY,COM,07/07/2016,74,T,41.0,41,41,0930P,0,408,j2,1998,0
27357MH,NY,COM,09/14/2016,69,T,13.0,13,13,0139P,0,408,h1,2015,0
14224MJ,NY,COM,02/20/2017,47,T,13.0,13,13,0903A,0,408,l2,2016,0
EWU3696,NY,PAS,02/17/2017,37,T,1.0,1,1,0231P,0,408,h1,2010,0
HEG9711,NY,PAS,04/10/2017,21,T,50.0,50,50,0813A,0,408,d1,2014,0
GVU8618,NY,PAS,05/03/2017,70,T,108.0,108,108,1006A,0,408,j3,2012,0
HFZ8969,NY,PAS,11/22/2016,21,T,75.0,75,75,0835A,0,408,d1,2009,0
HAN4989,NY,PAS,05/20/2017,16,T,5.0,5,5,0404P,0,408,k2,2008,0
HAN4989,NY,PAS,05/16/2017,40,T,104.0,104,104,1159P,0,408,e2,2008,0
F8478W,FL,PAS,05/06/2017,10,T,41.0,41,41,0142A,0,408,b,0,0
XBYG59,NJ,PAS,05/17/2017,40,T,34.0,34,34,0249P,0,408,e2,0,0
T54GGG,NJ,PAS,06/07/2017,74,T,104.0,104,104,0205P,0,408,j2,0,0
91800MJ,NY,COM,03/13/2017,69,T,13.0,13,13,0129P,0,408,h1,2017,0
91596ME,NY,COM,03/17/2017,46,T,40.0,40,40,1226P,0,408,F1,2015,0
GTV4799,NY,OMS,12/08/2016,48,T,70.0,70,70,0330P,0,408,e9,2017,0
HEE5166,NY,PAS,03/18/2017,37,T,114.0,114,114,1257P,0,408,h1,2016,0
GLM4384,NY,PAS,06/15/2017,71,T,111.0,111,111,1145A,0,408,j6,2016,0
AJA8275,NY,PAS,10/10/2016,40,P,72.0,72,72,1155A,0,408,F1,2003,0
FJJ9049,NY,PAS,07/12/2016,71,T,120.0,120,120,0723A,0,408,j6,2005,0
N43HZS,QB,PAS,09/24/2016,40,T,24.0,24,24,0302P,0,408,e2,0,0
DGZ8218,NY,PAS,10/19/2016,38,T,114.0,114,114,0357P,0,408,h1,2007,0
BAS3290,NY,PAS,12/07/2016,20,T,20.0,20,20,0721A,0,408,d,2009,0
HKW8227,NY,PAS,06/16/2017,14,T,19.0,19,19,1229P,0,408,c,2014,0
HCX3818,NY,PAS,04/24/2017,71,T,10.0,10,10,0213P,0,408,j6,2016,0
FJT3179,NY,PAS,10/18/2016,38,T,19.0,19,19,0406P,0,408,h1,2014,0
HAT9915,NY,PAS,05/28/2017,19,T,23.0,23,23,0846A,0,408,c3,2001,0
GUW3429,NY,PAS,08/08/2016,71,T,46.0,46,46,1143A,0,408,j6,2012,0
19386MH,NY,COM,10/05/2016,71,T,1.0,1,1,1225P,0,408,j6,2015,0
FZX7290,NY,PAS,02/26/2017,40,P,43.0,43,43,0115A,0,408,E2,2008,0
JYB3039,PA,PAS,09/16/2016,37,T,114.0,114,114,0108P,20160916,408,h1,0,0
12243MG,NY,COM,07/01/2016,14,T,18.0,18,18,1015A,0,408,c,2015,0
XEDR48,NJ,PAS,10/08/2016,50,T,107.0,107,107,0354P,0,408,e5,0,0
HKL7132,NY,PAS,05/18/2017,20,T,114.0,114,114,0720A,0,408,d,2017,0
97709MJ,NY,COM,05/24/2017,31,T,14.0,14,14,1040A,0,408,l3,2017,0
31377MG,NY,COM,08/24/2016,14,T,1.0,1,1,0220P,0,408,c,2006,0
77043MG,NY,COM,09/13/2016,47,T,13.0,13,13,0835A,0,408,l2,2015,0
86011MA,NY,COM,05/30/2017,14,T,1.0,1,1,0729A,0,408,c,2011,0
W29GRH,NJ,PAS,06/15/2017,20,T,122.0,122,122,0317P,0,408,d,0,0
GWY8574,NY,PAS,09/06/2016,38,T,115.0,115,115,0525P,0,408,h1,2011,0
HAM2492,NY,PAS,08/05/2016,40,T,102.0,102,102,0541A,0,408,e2,2005,2
HJX1502,NY,999,09/26/2016,14,S,69.0,69,0,1253A,0,408,D1,0,0
FPL4005,NY,PAS,08/30/2016,68,T,114.0,114,114,0213P,0,408,a1,2014,0
HIBT03,FL,PAS,04/15/2017,38,T,84.0,84,84,1141A,0,408,h1,0,0
206341,DE,PAS,04/27/2017,14,T,77.0,77,77,1055P,0,408,c,0,0
OYA7388,NJ,PAS,10/22/2016,19,P,14.0,14,406,0435P,0,408,F1,0,0
DCW7393,NY,PAS,06/17/2017,14,T,70.0,70,70,0439P,0,408,c,2016,0
HFX2702,NY,PAS,07/12/2016,21,T,61.0,61,61,1142A,0,408,d1,2005,0
1CP2561,MD,PAS,01/30/2017,20,T,48.0,48,48,0823A,0,408,d,0,0
55915MG,NY,COM,11/23/2016,53,T,103.0,103,103,0758A,0,408,f6,2011,0
HLU2660,NY,PAS,04/17/2017,71,T,49.0,49,49,0523P,0,408,j6,2011,0
ZW215J,NJ,PAS,02/15/2017,50,T,30.0,30,30,0349P,0,408,e5,0,0
AG47676,PA,PAS,10/15/2016,84,T,18.0,18,18,0759A,0,408,k7,0,0
HJN2851,NY,PAS,08/26/2016,21,T,115.0,115,115,0939A,0,408,d1,2011,0
BPE8432,NY,PAS,11/17/2016,21,T,114.0,114,114,1145A,0,408,d1,1998,0
GZY8590,NY,PAS,11/25/2016,21,T,14.0,14,14,0846A,0,408,d1,2012,0
XACT84,NJ,PAS,01/03/2017,16,T,9.0,9,9,1040A,0,408,k2,0,0
EJR2529,NY,PAS,04/13/2017,38,T,84.0,84,84,0935A,0,408,h1,2007,0
76709PA,NY,IRP,01/17/2017,14,T,1.0,1,1,0738A,0,408,c,2012,0
40655ME,NY,COM,12/27/2016,46,T,19.0,19,19,1122A,0,408,F1,2004,0
HHY6730,NY,PAS,06/12/2017,21,T,113.0,113,113,0857A,0,408,d1,2005,0
FYX8515,NY,PAS,05/22/2017,9,T,112.0,112,112,0750A,0,408,e1,2005,0
3CK3581,MD,PAS,11/25/2016,21,T,109.0,109,109,1109A,0,408,d1,0,0
ESK8902,NY,PAS,09/28/2016,14,T,50.0,50,50,0512P,0,408,c,2009,0
465WTV,NY,ORG,05/06/2017,37,T,1.0,1,1,0116P,0,408,h1,2010,0
FMX5512,TX,PAS,02/16/2017,38,T,114.0,114,114,1259P,0,408,h1,0,0
960827N,NJ,PAS,06/06/2017,21,P,109.0,109,109,1105A,0,408,F2,0,0
1CD749,MA,PAS,11/25/2016,38,T,102.0,102,102,0421P,0,408,h1,0,0
HGZ6274,NY,PAS,11/19/2016,21,T,68.0,68,68,0746A,0,408,d1,2006,0
458RN,NY,SRF,12/10/2016,70,T,112.0,112,112,0131P,0,408,j3,2013,0
FGD8707,NY,PAS,12/11/2016,14,T,5.0,5,5,0245P,0,408,c,2011,0
HBM7695,NY,PAS,06/06/2017,71,T,114.0,114,114,0105P,0,408,j6,0,0
XAHL97,NJ,PAS,05/06/2017,37,T,20.0,20,20,1012A,0,408,h1,0,0
43964MG,NY,COM,07/11/2016,38,T,20.0,20,20,0519P,0,408,h1,2002,0
HDV3811,NY,PAS,01/09/2017,24,T,69.0,69,69,0711A,0,408,d5,2009,0
HAP3326,NY,PAS,07/26/2016,37,T,66.0,66,66,1057A,0,408,h1,2015,0
54627PC,NY,IRP,11/25/2016,14,T,18.0,18,18,0856A,0,408,c,2014,0
T687616C,NY,OMT,09/26/2016,21,T,46.0,46,46,1136A,0,408,d1,2016,0
EAV9004,NC,PAS,05/08/2017,40,T,34.0,34,34,0606A,0,408,e2,0,7
T692052C,NY,OMT,04/16/2017,46,T,62.0,62,62,1050A,0,408,f1,2014,0
DZX4647,NY,PAS,05/06/2017,71,T,94.0,94,94,0850A,0,408,j6,2014,0
AT458E,NJ,PAS,11/28/2016,84,T,19.0,19,19,0939A,0,408,k7,0,0
FEY6446,NY,PAS,09/03/2016,71,T,19.0,19,19,1010A,0,408,j6,2014,0
T707082C,NY,OMT,01/13/2017,21,T,61.0,61,61,0844A,0,408,d1,2017,0
GZT7058,NY,PAS,05/31/2017,19,T,107.0,107,107,0236P,0,408,c3,1999,0
HFB9710,NY,PAS,11/25/2016,37,T,63.0,63,63,1223P,0,408,h1,2016,0
KDK3371,PA,PAS,10/26/2016,20,T,46.0,46,46,1040P,0,408,d,0,0
AXG1829,NY,PAS,01/19/2017,9,T,84.0,84,84,0434P,0,408,e1,2005,0
GSU2322,NY,PAS,08/13/2016,40,T,67.0,67,67,0149A,0,408,e2,2011,0
HLP2123,NY,PAS,02/16/2017,21,T,90.0,90,90,0008A,0,408,d1,2016,0
HMA6017,NY,PAS,06/27/2017,9,T,25.0,25,25,0417P,0,408,e1,2012,0
HMJ6909,NY,PAS,03/29/2017,38,T,6.0,6,6,0306P,0,408,h1,2013,0
T729645C,NY,OMT,05/29/2017,50,T,30.0,30,30,0725A,0,408,e5,2014,0
EK3527,NC,PAS,09/29/2016,16,T,28.0,28,28,0438P,0,408,k2,0,0
GXV2094,NY,PAS,02/11/2017,38,T,108.0,108,108,0910A,0,408,h1,2007,0
HKB1834,NY,PAS,06/12/2017,21,T,19.0,19,19,0806A,0,408,d1,2015,0
63433JM,NY,COM,10/25/2016,46,P,1.0,1,406,1025A,0,408,F1,1995,0
GYM9339,NY,PAS,07/13/2016,14,T,115.0,115,115,1003P,0,408,c,2015,0
55905MG,NY,COM,06/08/2017,46,T,28.0,28,28,0155P,0,408,F1,2011,0
36943JX,NY,COM,03/17/2017,19,T,13.0,13,13,0441P,0,408,c3,2007,0
AC0164D,CT,PAS,01/20/2017,31,T,18.0,18,18,0445P,0,408,l3,0,0
M89EKL,NJ,PAS,08/01/2016,14,T,102.0,102,102,1142A,0,408,c,0,0
GEA6017,NY,PAS,10/26/2016,37,T,90.0,90,90,0320P,0,408,h1,2015,0
EFC8244,NY,PAS,08/16/2016,38,T,112.0,112,112,0123P,0,408,h1,2007,0
P76FTX,NJ,PAS,10/21/2016,37,T,19.0,19,19,0327P,0,408,h1,0,0
DUP1561,NY,PAS,11/05/2016,37,T,45.0,45,45,1143A,0,408,h1,2010,0
AH01381,CT,PAS,06/10/2017,31,T,115.0,115,115,0458P,0,408,l3,0,0
PAY1613,NJ,PAS,02/28/2017,38,T,63.0,63,63,0157P,0,408,h1,0,0
36076JV,NY,COM,08/09/2016,40,T,90.0,90,90,1222P,0,408,e2,2007,0
HGU7148,NY,PAS,05/01/2017,46,P,111.0,111,111,0235A,0,408,J6,2011,0
JWL0243,PA,PAS,02/21/2017,21,T,70.0,70,70,1147A,0,408,d1,0,0
77862MJ,NY,COM,01/05/2017,19,T,105.0,105,105,0157P,0,408,c3,2017,0
FXX2393,NY,PAS,02/06/2017,37,T,106.0,106,106,0456P,0,408,h1,2016,0
75521MG,NY,COM,08/05/2016,38,T,115.0,115,115,1213P,0,408,h1,1994,0
GOU7913,OH,PAS,07/13/2016,19,T,66.0,66,66,0515P,0,408,c3,0,0
T604655C,NY,OMT,04/10/2017,21,T,104.0,104,104,0945A,0,408,d1,2014,0
EWX6619,NY,PAS,12/31/2016,74,T,78.0,78,78,1100A,0,408,j2,2012,0
2431508,IN,PAS,05/19/2017,47,T,17.0,17,17,0917A,0,408,l2,0,0
EAH426,VT,PAS,02/17/2017,14,T,1.0,1,1,0406P,0,408,c,0,0
Z37ECW,NJ,PAS,10/14/2016,9,T,5.0,5,5,0438P,0,408,e1,0,0
DZU5507,NY,PAS,12/10/2016,20,T,10.0,10,10,0745A,0,408,d,2006,0
GFN7539,NY,PAS,05/11/2017,21,T,61.0,61,61,1137A,0,408,d1,2005,0
HBA6817,NY,PAS,08/26/2016,21,S,109.0,109,0,0255A,0,408,D1,2015,0
29689JA,NY,COM,09/27/2016,14,T,17.0,17,17,0949A,0,408,c,2007,0
HNH8627,NY,PAS,04/26/2017,74,P,66.0,66,66,0608P,0,408,E5,2016,0
86790MC,NY,COM,09/09/2016,20,T,6.0,6,6,1111A,20160909,408,d,2013,0
90539MC,99,COM,10/07/2016,78,P,43.0,43,43,0425A,0,408,J2,2005,0
DXA2406,NY,PAS,08/04/2016,71,T,108.0,108,108,0303P,0,408,j6,1991,0
HHV8313,NY,PAS,09/16/2016,70,T,103.0,103,103,0555P,0,408,j3,2013,0
T695571C,NY,OMT,09/10/2016,20,T,52.0,52,52,0823A,0,408,d,2015,0
HFW6209,NY,PAS,09/02/2016,21,T,90.0,90,90,1136A,0,408,d1,2007,0
S36FTL,NJ,PAS,03/22/2017,21,T,33.0,33,33,1152A,0,408,d1,0,0
MD6278,NJ,PAS,03/31/2017,20,T,13.0,13,13,1048A,0,408,d,0,0
T644994C,NY,OMT,06/21/2017,19,T,14.0,14,14,0450P,0,408,c3,2014,0
JGY6030,PA,PAS,03/06/2017,21,T,62.0,62,62,0950A,0,408,d1,0,0
38305JS,NY,COM,01/25/2017,16,T,19.0,19,19,0929A,0,408,k2,2003,0
AEJ5390,NC,PAS,08/30/2016,21,T,79.0,79,79,1121A,0,408,d1,0,0
X500FS,FL,PAS,11/12/2016,38,T,14.0,14,14,0124P,0,408,h1,0,0
AC26887,CT,PAS,04/15/2017,31,T,18.0,18,18,0743A,0,408,l3,0,0
V25CZZ,NJ,PAS,12/03/2016,14,T,18.0,18,18,0417P,0,408,c,0,0
78435MH,NY,COM,01/26/2017,19,T,103.0,103,103,0328P,0,408,c3,2011,0
FMV1464,NY,PAS,07/22/2016,14,T,17.0,17,17,0911A,0,408,c,2011,0
T629847C,NY,OMT,04/06/2017,14,T,109.0,109,109,0534P,0,408,c,2011,0
HBG3602,NY,PAS,04/03/2017,70,T,107.0,107,107,0239P,0,408,j3,2001,0
AN920T,NJ,PAS,04/06/2017,84,T,17.0,17,17,0803A,0,408,k7,0,0
HDY9066,NY,PAS,02/22/2017,21,T,84.0,84,84,0936A,0,408,d1,2012,0
HMJ8752,NY,PAS,06/17/2017,20,T,100.0,100,100,0126P,0,408,d,2005,0
86902MC,NY,COM,10/13/2016,38,T,19.0,19,19,0129P,0,408,h1,2013,0
EAH2885,NY,PAS,09/14/2016,38,T,115.0,115,115,0257P,0,408,h1,2006,0
HDC6281,NY,PAS,06/05/2017,21,T,68.0,68,68,0854A,0,408,d1,2012,0
GJD7317,NY,PAS,12/02/2016,53,T,7.0,7,7,0809A,0,408,f6,2014,0
KLG497,SC,PAS,12/17/2016,19,P,40.0,40,40,0515P,0,408,E5,0,0
43059JY,NY,COM,01/10/2017,38,T,90.0,90,90,1012A,0,408,h1,2007,0
GWM7735,NY,PAS,07/18/2016,14,T,47.0,47,47,0621A,0,408,c,2004,0
T719536C,NY,OMT,05/21/2017,19,P,49.0,49,49,0501A,0,408,E5,2016,0
XBXK69,NJ,PAS,10/06/2016,26,T,14.0,14,14,0407P,0,408,c7,0,0
GHS8302,NY,PAS,01/19/2017,71,T,83.0,83,83,0727A,0,408,j6,2010,0
3M41A,NY,OMT,04/13/2017,40,T,28.0,28,28,0219P,0,408,e2,2014,2
HCN2031,NY,PAS,05/19/2017,41,S,90.0,90,0,1122A,0,408,D1,2016,0
GXS7079,NY,PAS,12/01/2016,21,S,46.0,46,0,0142A,0,408,D1,2001,0
76136JY,NY,COM,10/12/2016,46,P,28.0,28,28,0403P,0,408,D,0,0
FXZ0733,PA,PAS,07/28/2016,21,T,115.0,115,115,1231P,0,408,d1,0,0
AC31178,CT,PAS,12/09/2016,21,T,108.0,108,108,0809A,0,408,d1,0,0
GXW9823,NY,PAS,11/23/2016,74,T,62.0,62,62,0309P,0,408,j2,1998,0
K035060,TX,PAS,11/10/2016,69,T,17.0,17,17,0217P,0,408,h1,0,0
HEJ1932,NY,PAS,01/23/2017,40,T,48.0,48,48,0213P,0,408,e2,2016,0
V3T171,NY,PAS,03/03/2017,62,T,88.0,88,88,0154P,0,408,d4,2011,0
ERB1860,NY,PAS,10/27/2016,14,T,109.0,109,109,0725A,0,408,c,2008,0
USNOAE,NY,ORG,03/04/2017,21,T,49.0,49,49,0815A,0,408,d1,2015,0
GXF8932,NY,PAS,12/10/2016,68,T,84.0,84,84,0403P,0,408,a1,2015,0
GXC5926,NY,PAS,08/12/2016,21,T,113.0,113,113,0936A,0,408,d1,2001,0
AR211E,NJ,PAS,10/17/2016,69,T,14.0,14,14,0754A,0,408,h1,0,0
95376MD,NY,999,05/08/2017,46,P,19.0,19,19,0445P,0,408,F1,2007,0
UJA34Y,NJ,PAS,08/12/2016,38,T,18.0,18,18,1013P,0,408,h1,0,0
GMK7777,NY,PAS,06/22/2017,40,T,109.0,109,109,0350P,0,408,e2,2012,7
GZT4924,NY,PAS,04/17/2017,19,T,103.0,103,103,0101P,0,408,c3,2015,0
AP582Z,NJ,PAS,02/15/2017,14,P,18.0,18,18,1005A,0,408,C,0,0
CYJ1233,NY,PAS,02/04/2017,38,T,67.0,67,67,1247P,0,408,h1,2005,0
DTH6133,NY,PAS,02/01/2017,20,T,47.0,47,47,0537P,0,408,d,1999,0
HKX9396,NY,PAS,02/08/2017,19,P,40.0,40,40,0252P,0,408,C3,2007,0
74060MH,NY,COM,06/08/2017,21,S,46.0,46,0,1206P,0,408,D1,2016,0
FXP6415,NY,PAS,05/02/2017,37,T,48.0,48,48,1236P,0,408,h1,0,0
ETU7618,NY,PAS,01/31/2017,19,T,25.0,25,25,0103P,0,408,c3,2016,0
FXH7276,NY,PAS,07/30/2016,20,T,52.0,52,52,0911P,0,408,d,2002,0
98403JX,NY,COM,09/02/2016,69,T,1.0,1,1,0518P,0,408,h1,2007,0
GZN9611,NY,PAS,10/20/2016,21,T,9.0,9,9,0949A,0,408,d1,2015,0
DAS5093,NY,PAS,09/27/2016,21,T,78.0,78,78,1136A,0,408,d1,2007,0
GRP3694,NY,PAS,09/09/2016,14,T,88.0,88,88,0721A,0,408,c,2014,0
GUG9654,NY,PAS,03/25/2017,38,T,49.0,49,49,0938A,0,408,h1,2015,0
4NR323,MA,PAS,05/19/2017,20,T,90.0,90,90,0107P,0,408,d,0,0
GNS4434,NY,PAS,07/20/2016,40,T,34.0,34,34,1113A,0,408,e2,2011,9
BPH8037,NY,PAS,06/19/2017,37,T,52.0,52,52,0434P,0,408,h1,2013,0
2121799,IN,PAS,10/20/2016,46,T,19.0,19,19,0853A,0,408,F1,0,0
GSY2490,NY,PAS,08/05/2016,46,T,18.0,18,18,0716A,0,408,f1,2016,0
KHW9896,PA,PAS,05/10/2017,14,T,18.0,18,18,0148P,0,408,c,0,0
13666MD,NY,COM,06/21/2017,47,T,17.0,17,17,1002A,0,408,l2,2013,0
BXW3685,NY,PAS,06/24/2017,38,T,61.0,61,61,0850A,0,408,h1,2016,0
EKL3585,NY,PAS,09/02/2016,70,T,111.0,111,111,0917A,0,408,j3,2014,0
85829JB,NY,COM,05/05/2017,48,T,1.0,1,1,0417P,0,408,e9,0,0
PG245H,FL,PAS,11/28/2016,74,T,102.0,102,102,0236P,0,408,j2,0,0
13285TC,NY,TRC,07/29/2016,48,P,84.0,84,84,1255P,0,408,F1,1999,0
RHC3492,NY,PAS,08/29/2016,70,T,66.0,66,66,1232P,0,408,j3,0,0
HBH8466,OH,PAS,03/11/2017,16,P,18.0,18,420,0530P,0,408,K2,0,0
T682815C,NY,OMT,04/12/2017,37,T,70.0,70,70,0904A,0,408,h1,2011,0
FAV6009,NY,PAS,07/07/2016,14,T,66.0,66,66,1019P,0,408,c,2013,0
